track_name,track_duration,track_listeners,track_mbid,track_url,streamable.#text,streamable.fulltrack,artist_name,artist_mbid,artist_url,rank,chart_country,load_time
Divinize,243,499,2185db2a-e6a4-487b-a3a4-2b030a2daa53,https://www.last.fm/music/ROSAL%C3%8DA/_/Divinize,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,6,Japan,2025-11-14 09:45:09.873223
IRIS OUT,0,497,,https://www.last.fm/music/Kenshi+Yonezu/_/IRIS+OUT,0,0,Kenshi Yonezu,,https://www.last.fm/music/Kenshi+Yonezu,7,Japan,2025-11-14 09:45:09.873223
Ditto,185,496,adf44a12-e5f4-48aa-9029-b9ef4b5f1d6d,https://www.last.fm/music/NewJeans/_/Ditto,0,0,NewJeans,49204a7a-ed85-407a-828f-6fd46f1d8126,https://www.last.fm/music/NewJeans,8,Japan,2025-11-14 09:45:09.873223
Golden,194,488,f40cee59-ae8b-45cf-98e8-9c7278dbd821,https://www.last.fm/music/HUNTR%2FX/_/Golden,0,0,HUNTR/X,,https://www.last.fm/music/HUNTR%2FX,9,Japan,2025-11-14 09:45:09.873223
Porcelana,247,486,26053fb8-8cc8-42a5-9578-680ec3542355,https://www.last.fm/music/ROSAL%C3%8DA/_/Porcelana,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,10,Japan,2025-11-14 09:45:09.873223
La Perla,0,475,060bdc2b-197b-4053-a9e9-53082982ad49,https://www.last.fm/music/ROSAL%C3%8DA/_/La+Perla,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,11,Japan,2025-11-14 09:45:09.873223
ライラック,289,449,bca4f0f6-0033-4e79-872e-1ce5c2cf8dd0,https://www.last.fm/music/Mrs.+GREEN+APPLE/_/%E3%83%A9%E3%82%A4%E3%83%A9%E3%83%83%E3%82%AF,0,0,Mrs. GREEN APPLE,9ce674b7-5180-41f7-9ac2-95dc0d8a0ed2,https://www.last.fm/music/Mrs.+GREEN+APPLE,12,Japan,2025-11-14 09:45:09.873223
1991,227,446,681dec15-f348-4f1c-840a-0baa0ec2c572,https://www.last.fm/music/%E7%B1%B3%E6%B4%A5%E7%8E%84%E5%B8%AB/_/1991,0,0,米津玄師,09d4a85c-4916-4b4e-bc96-c4cfcf371046,https://www.last.fm/music/%E7%B1%B3%E6%B4%A5%E7%8E%84%E5%B8%AB,13,Japan,2025-11-14 09:45:09.873223
Past Won't Leave My Bed,166,443,455e9af8-3ce0-466d-8f80-3d586363d71b,https://www.last.fm/music/Joji/_/Past+Won%27t+Leave+My+Bed,0,0,Joji,74922d42-c3ec-4f7d-8a24-20da6eda6ba6,https://www.last.fm/music/Joji,14,Japan,2025-11-14 09:45:09.873223
Mio Cristo Piange Diamanti,269,436,,https://www.last.fm/music/ROSAL%C3%8DA/_/Mio+Cristo+Piange+Diamanti,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,15,Japan,2025-11-14 09:45:09.873223
革命道中 - On The Way,0,426,,https://www.last.fm/music/%E3%82%A2%E3%82%A4%E3%83%8A%E3%83%BB%E3%82%B8%E3%83%BB%E3%82%A8%E3%83%B3%E3%83%89/_/%E9%9D%A9%E5%91%BD%E9%81%93%E4%B8%AD+-+On+The+Way,0,0,アイナ・ジ・エンド,19827018-8590-4ff1-9ab1-d12296e75a63,https://www.last.fm/music/%E3%82%A2%E3%82%A4%E3%83%8A%E3%83%BB%E3%82%B8%E3%83%BB%E3%82%A8%E3%83%B3%E3%83%89,16,Japan,2025-11-14 09:45:09.873223
怪獣の花唄,224,417,3afe810a-2f65-4b39-a7c2-a352d20ce012,https://www.last.fm/music/Vaundy/_/%E6%80%AA%E7%8D%A3%E3%81%AE%E8%8A%B1%E5%94%84,0,0,Vaundy,114b26ff-a1fe-41f3-9df8-5c093afe9c56,https://www.last.fm/music/Vaundy,17,Japan,2025-11-14 09:45:09.873223
踊り子,230,410,bd09a525-86d8-46dc-85a5-4b305170c789,https://www.last.fm/music/Vaundy/_/%E8%B8%8A%E3%82%8A%E5%AD%90,0,0,Vaundy,114b26ff-a1fe-41f3-9df8-5c093afe9c56,https://www.last.fm/music/Vaundy,18,Japan,2025-11-14 09:45:09.873223
De Madrugá,104,408,0b35c7cd-80d0-4e09-8b5f-a8ec5597d2fd,https://www.last.fm/music/ROSAL%C3%8DA/_/De+Madrug%C3%A1,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,19,Japan,2025-11-14 09:45:09.873223
"Sexo, Violencia y Llantas",140,4115,e094efe9-3c07-449e-83cf-4ffbad92e95d,"https://www.last.fm/music/ROSAL%C3%8DA/_/Sexo,+Violencia+y+Llantas",0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,0,Italy,2025-11-14 09:45:10.721487
Mio Cristo Piange Diamanti,269,4008,,https://www.last.fm/music/ROSAL%C3%8DA/_/Mio+Cristo+Piange+Diamanti,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,1,Italy,2025-11-14 09:45:10.721487
BERGHAIN,178,3966,01994ced-bddd-4286-b24e-9b72033983e2,https://www.last.fm/music/ROSAL%C3%8DA/_/BERGHAIN,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,2,Italy,2025-11-14 09:45:10.721487
Reliquia,230,3825,6fb6ba14-288a-4551-ba61-68c63f0a9f83,https://www.last.fm/music/ROSAL%C3%8DA/_/Reliquia,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,3,Italy,2025-11-14 09:45:10.721487
Divinize,243,3549,2185db2a-e6a4-487b-a3a4-2b030a2daa53,https://www.last.fm/music/ROSAL%C3%8DA/_/Divinize,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,4,Italy,2025-11-14 09:45:10.721487
La Perla,0,3430,060bdc2b-197b-4053-a9e9-53082982ad49,https://www.last.fm/music/ROSAL%C3%8DA/_/La+Perla,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,5,Italy,2025-11-14 09:45:10.721487
Porcelana,247,3381,26053fb8-8cc8-42a5-9578-680ec3542355,https://www.last.fm/music/ROSAL%C3%8DA/_/Porcelana,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,6,Italy,2025-11-14 09:45:10.721487
De Madrugá,104,3135,0b35c7cd-80d0-4e09-8b5f-a8ec5597d2fd,https://www.last.fm/music/ROSAL%C3%8DA/_/De+Madrug%C3%A1,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,7,Italy,2025-11-14 09:45:10.721487
FELLINI (feat. Kid Yugi),0,3072,,https://www.last.fm/music/Ernia/_/FELLINI+(feat.+Kid+Yugi),0,0,Ernia,,https://www.last.fm/music/Ernia,8,Italy,2025-11-14 09:45:10.721487
Mundo Nuevo,140,3055,aae3b3ac-48bc-4f20-8727-ea5ac1db7508,https://www.last.fm/music/ROSAL%C3%8DA/_/Mundo+Nuevo,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,9,Italy,2025-11-14 09:45:10.721487
Dios Es Un Stalker,131,3037,8dfc0a7a-5058-4d33-9177-f35032cc6e0d,https://www.last.fm/music/ROSAL%C3%8DA/_/Dios+Es+Un+Stalker,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,10,Italy,2025-11-14 09:45:10.721487
La Yugular,258,2864,167d038c-7083-478c-966f-4a19c7184cb3,https://www.last.fm/music/ROSAL%C3%8DA/_/La+Yugular,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,11,Italy,2025-11-14 09:45:10.721487
Sauvignon blanc,162,2722,105ce29c-8055-44d3-810e-4cbe7532754d,https://www.last.fm/music/ROSAL%C3%8DA/_/Sauvignon+blanc,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,12,Italy,2025-11-14 09:45:10.721487
Pura Purissima (feat. Nerissima Serpe),0,2550,,https://www.last.fm/music/Papa+V/_/Pura+Purissima+(feat.+Nerissima+Serpe),0,0,Papa V,,https://www.last.fm/music/Papa+V,13,Italy,2025-11-14 09:45:10.721487
La Rumba Del Perdón,0,2475,57819a37-8e46-4df5-a340-1a78dc35c100,https://www.last.fm/music/ROSAL%C3%8DA/_/La+Rumba+Del+Perd%C3%B3n,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,14,Italy,2025-11-14 09:45:10.721487
Magnolias,194,2463,e0532d44-a61d-42fb-bce7-1b6501158be7,https://www.last.fm/music/ROSAL%C3%8DA/_/Magnolias,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,15,Italy,2025-11-14 09:45:10.721487
The Fate of Ophelia,226,2402,8670a098-6ab7-4e18-8ac0-0ec7259151f8,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia,0,0,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift,16,Italy,2025-11-14 09:45:10.721487
Memória,0,2250,b3f9b267-0087-4105-a195-b5acbdf6ec7c,https://www.last.fm/music/ROSAL%C3%8DA/_/Mem%C3%B3ria,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,17,Italy,2025-11-14 09:45:10.721487
"MONEY (feat. Artie 5ive, Guè)",0,2210,,"https://www.last.fm/music/saYf/_/MONEY+(feat.+Artie+5ive,+Gu%C3%A8)",0,0,saYf,,https://www.last.fm/music/saYf,18,Italy,2025-11-14 09:45:10.721487
back to friends,199,2042,e374d8c3-da4b-42ce-84dd-26f7236907c3,https://www.last.fm/music/sombr/_/back+to+friends,0,0,sombr,502cf908-9921-48bc-bf0e-265c881c0156,https://www.last.fm/music/sombr,19,Italy,2025-11-14 09:45:10.721487
"Sexo, Violencia y Llantas",140,16856,e094efe9-3c07-449e-83cf-4ffbad92e95d,"https://www.last.fm/music/ROSAL%C3%8DA/_/Sexo,+Violencia+y+Llantas",0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,0,Spain,2025-11-14 09:45:11.569628
Reliquia,230,16246,6fb6ba14-288a-4551-ba61-68c63f0a9f83,https://www.last.fm/music/ROSAL%C3%8DA/_/Reliquia,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,1,Spain,2025-11-14 09:45:11.569628
La Perla,0,15500,060bdc2b-197b-4053-a9e9-53082982ad49,https://www.last.fm/music/ROSAL%C3%8DA/_/La+Perla,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,2,Spain,2025-11-14 09:45:11.569628
Divinize,243,15354,2185db2a-e6a4-487b-a3a4-2b030a2daa53,https://www.last.fm/music/ROSAL%C3%8DA/_/Divinize,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,3,Spain,2025-11-14 09:45:11.569628
Porcelana,247,14923,26053fb8-8cc8-42a5-9578-680ec3542355,https://www.last.fm/music/ROSAL%C3%8DA/_/Porcelana,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,4,Spain,2025-11-14 09:45:11.569628
BERGHAIN,178,14787,01994ced-bddd-4286-b24e-9b72033983e2,https://www.last.fm/music/ROSAL%C3%8DA/_/BERGHAIN,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,5,Spain,2025-11-14 09:45:11.569628
Dios Es Un Stalker,131,14117,8dfc0a7a-5058-4d33-9177-f35032cc6e0d,https://www.last.fm/music/ROSAL%C3%8DA/_/Dios+Es+Un+Stalker,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,6,Spain,2025-11-14 09:45:11.569628
De Madrugá,104,14107,0b35c7cd-80d0-4e09-8b5f-a8ec5597d2fd,https://www.last.fm/music/ROSAL%C3%8DA/_/De+Madrug%C3%A1,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,7,Spain,2025-11-14 09:45:11.569628
Mio Cristo Piange Diamanti,269,14034,,https://www.last.fm/music/ROSAL%C3%8DA/_/Mio+Cristo+Piange+Diamanti,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,8,Spain,2025-11-14 09:45:11.569628
Mundo Nuevo,140,13826,aae3b3ac-48bc-4f20-8727-ea5ac1db7508,https://www.last.fm/music/ROSAL%C3%8DA/_/Mundo+Nuevo,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,9,Spain,2025-11-14 09:45:11.569628
La Yugular,258,13384,167d038c-7083-478c-966f-4a19c7184cb3,https://www.last.fm/music/ROSAL%C3%8DA/_/La+Yugular,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,10,Spain,2025-11-14 09:45:11.569628
Sauvignon blanc,162,12939,105ce29c-8055-44d3-810e-4cbe7532754d,https://www.last.fm/music/ROSAL%C3%8DA/_/Sauvignon+blanc,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,11,Spain,2025-11-14 09:45:11.569628
La Rumba Del Perdón,0,12654,57819a37-8e46-4df5-a340-1a78dc35c100,https://www.last.fm/music/ROSAL%C3%8DA/_/La+Rumba+Del+Perd%C3%B3n,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,12,Spain,2025-11-14 09:45:11.569628
Magnolias,194,12585,e0532d44-a61d-42fb-bce7-1b6501158be7,https://www.last.fm/music/ROSAL%C3%8DA/_/Magnolias,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,13,Spain,2025-11-14 09:45:11.569628
Memória,0,11524,b3f9b267-0087-4105-a195-b5acbdf6ec7c,https://www.last.fm/music/ROSAL%C3%8DA/_/Mem%C3%B3ria,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,14,Spain,2025-11-14 09:45:11.569628
SUPERESTRELLA,183,4966,,https://www.last.fm/music/Aitana/_/SUPERESTRELLA,0,0,Aitana,a24f2bd3-0d1b-4c03-8d91-6297ab5a2811,https://www.last.fm/music/Aitana,15,Spain,2025-11-14 09:45:11.569628
"Daddy Yankee: Bzrp Music Sessions, Vol. 0/66",0,4645,,"https://www.last.fm/music/Bizarrap/_/Daddy+Yankee:+Bzrp+Music+Sessions,+Vol.+0%2F66",0,0,Bizarrap,,https://www.last.fm/music/Bizarrap,16,Spain,2025-11-14 09:45:11.569628
The Fate of Ophelia,226,4382,8670a098-6ab7-4e18-8ac0-0ec7259151f8,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia,0,0,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift,17,Spain,2025-11-14 09:45:11.569628
malibU,215,3172,,https://www.last.fm/music/Rusowsky/_/malibU,0,0,Rusowsky,d836bdef-52ef-4142-baba-573e5b529478,https://www.last.fm/music/Rusowsky,18,Spain,2025-11-14 09:45:11.569628
Aralar,0,2936,,https://www.last.fm/music/Amaia/_/Aralar,0,0,Amaia,fd352180-b8c4-4ca3-a8e8-af21d2648372,https://www.last.fm/music/Amaia,19,Spain,2025-11-14 09:45:11.569628
"Vrijheid, Gelijkheid, Zusterschap",190,5277,,"https://www.last.fm/music/Sophie+Straat/_/Vrijheid,+Gelijkheid,+Zusterschap",0,0,Sophie Straat,36831bc8-5449-48a8-8f49-52a421195ab8,https://www.last.fm/music/Sophie+Straat,0,Netherlands,2025-11-14 09:45:12.413394
The Fate of Ophelia,226,5183,8670a098-6ab7-4e18-8ac0-0ec7259151f8,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia,0,0,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift,1,Netherlands,2025-11-14 09:45:12.413394
WHERE IS MY HUSBAND!,196,5072,8493b88b-faf1-4735-b329-2366ad52b955,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21,0,0,RAYE,8be564c3-dfba-440b-af8c-4ffbceeef45e,https://www.last.fm/music/RAYE,2,Netherlands,2025-11-14 09:45:12.413394
Dracula,205,4755,5b1c893a-16da-4e3d-b9b7-6cc57afc360c,https://www.last.fm/music/Tame+Impala/_/Dracula,0,0,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,https://www.last.fm/music/Tame+Impala,3,Netherlands,2025-11-14 09:45:12.413394
BERGHAIN,178,4661,01994ced-bddd-4286-b24e-9b72033983e2,https://www.last.fm/music/ROSAL%C3%8DA/_/BERGHAIN,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,4,Netherlands,2025-11-14 09:45:12.413394
Man I Need,184,4589,dd801b86-829e-4305-b80e-d90410a5b0b9,https://www.last.fm/music/Olivia+Dean/_/Man+I+Need,0,0,Olivia Dean,15e0d608-0869-429b-898d-3d8db3ecedd5,https://www.last.fm/music/Olivia+Dean,5,Netherlands,2025-11-14 09:45:12.413394
"Sexo, Violencia y Llantas",140,4364,e094efe9-3c07-449e-83cf-4ffbad92e95d,"https://www.last.fm/music/ROSAL%C3%8DA/_/Sexo,+Violencia+y+Llantas",0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,6,Netherlands,2025-11-14 09:45:12.413394
Reliquia,230,4194,6fb6ba14-288a-4551-ba61-68c63f0a9f83,https://www.last.fm/music/ROSAL%C3%8DA/_/Reliquia,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,7,Netherlands,2025-11-14 09:45:12.413394
Divinize,243,3811,2185db2a-e6a4-487b-a3a4-2b030a2daa53,https://www.last.fm/music/ROSAL%C3%8DA/_/Divinize,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,8,Netherlands,2025-11-14 09:45:12.413394
La Perla,0,3596,060bdc2b-197b-4053-a9e9-53082982ad49,https://www.last.fm/music/ROSAL%C3%8DA/_/La+Perla,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,9,Netherlands,2025-11-14 09:45:12.413394
back to friends,199,3592,e374d8c3-da4b-42ce-84dd-26f7236907c3,https://www.last.fm/music/sombr/_/back+to+friends,0,0,sombr,502cf908-9921-48bc-bf0e-265c881c0156,https://www.last.fm/music/sombr,10,Netherlands,2025-11-14 09:45:12.413394
Porcelana,247,3584,26053fb8-8cc8-42a5-9578-680ec3542355,https://www.last.fm/music/ROSAL%C3%8DA/_/Porcelana,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,11,Netherlands,2025-11-14 09:45:12.413394
So Easy (To Fall In Love),0,3566,,https://www.last.fm/music/Olivia+Dean/_/So+Easy+(To+Fall+In+Love),0,0,Olivia Dean,15e0d608-0869-429b-898d-3d8db3ecedd5,https://www.last.fm/music/Olivia+Dean,12,Netherlands,2025-11-14 09:45:12.413394
12 to 12,242,3437,aa4d95ad-3db9-45c0-a11e-6094765cc0d4,https://www.last.fm/music/sombr/_/12+to+12,0,0,sombr,502cf908-9921-48bc-bf0e-265c881c0156,https://www.last.fm/music/sombr,13,Netherlands,2025-11-14 09:45:12.413394
Mio Cristo Piange Diamanti,269,3380,,https://www.last.fm/music/ROSAL%C3%8DA/_/Mio+Cristo+Piange+Diamanti,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,14,Netherlands,2025-11-14 09:45:12.413394
undressed,182,3373,9a79c037-0ef6-4146-81a5-8cdd8c558b9e,https://www.last.fm/music/sombr/_/undressed,0,0,sombr,502cf908-9921-48bc-bf0e-265c881c0156,https://www.last.fm/music/sombr,15,Netherlands,2025-11-14 09:45:12.413394
The Less I Know the Better,217,3217,78be434c-0908-458f-9693-f16cdebb68ef,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better,0,0,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,https://www.last.fm/music/Tame+Impala,16,Netherlands,2025-11-14 09:45:12.413394
Sweater Weather,240,3212,c57fc620-9ca2-40be-95ec-2c498a2151a8,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather,0,0,The Neighbourhood,53b06622-ec51-4924-a554-58b0affde6b5,https://www.last.fm/music/The+Neighbourhood,17,Netherlands,2025-11-14 09:45:12.413394
De Madrugá,104,3164,0b35c7cd-80d0-4e09-8b5f-a8ec5597d2fd,https://www.last.fm/music/ROSAL%C3%8DA/_/De+Madrug%C3%A1,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,18,Netherlands,2025-11-14 09:45:12.413394
Dios Es Un Stalker,131,3119,8dfc0a7a-5058-4d33-9177-f35032cc6e0d,https://www.last.fm/music/ROSAL%C3%8DA/_/Dios+Es+Un+Stalker,0,0,ROSALÍA,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,19,Netherlands,2025-11-14 09:45:12.413394
Sahiba,190,5169,766dd672-6447-410e-ab88-d2f559ff40c4,https://www.last.fm/music/Aditya+Rikhari/_/Sahiba,0,0,Aditya Rikhari,5d77d4cf-febf-4e5c-b8e7-16ea5ffb0439,https://www.last.fm/music/Aditya+Rikhari,0,India,2025-11-14 09:45:13.285619
SPAGHETTI,0,4500,,https://www.last.fm/music/LE+SSERAFIM/_/SPAGHETTI,0,0,LE SSERAFIM,,https://www.last.fm/music/LE+SSERAFIM,1,India,2025-11-14 09:45:13.285619
For A Reason,0,4380,,https://www.last.fm/music/Karan+Aujla/_/For+A+Reason,0,0,Karan Aujla,4a779683-5404-4b90-a0d7-242495158265,https://www.last.fm/music/Karan+Aujla,2,India,2025-11-14 09:45:13.285619
back to friends,199,4218,e374d8c3-da4b-42ce-84dd-26f7236907c3,https://www.last.fm/music/sombr/_/back+to+friends,0,0,sombr,502cf908-9921-48bc-bf0e-265c881c0156,https://www.last.fm/music/sombr,3,India,2025-11-14 09:45:13.285619
PIXELATED KISSES,110,4191,55954136-95c6-4b12-977a-69da27c6a479,https://www.last.fm/music/Joji/_/PIXELATED+KISSES,0,0,Joji,74922d42-c3ec-4f7d-8a24-20da6eda6ba6,https://www.last.fm/music/Joji,4,India,2025-11-14 09:45:13.285619
Past Won't Leave My Bed,166,3877,455e9af8-3ce0-466d-8f80-3d586363d71b,https://www.last.fm/music/Joji/_/Past+Won%27t+Leave+My+Bed,0,0,Joji,74922d42-c3ec-4f7d-8a24-20da6eda6ba6,https://www.last.fm/music/Joji,5,India,2025-11-14 09:45:13.285619
Timeless (Feat Playboi Carti),0,3874,60cae8b4-815e-4794-abaf-3f7e721936d8,https://www.last.fm/music/The+Weeknd/_/Timeless+(Feat+Playboi+Carti),0,0,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd,6,India,2025-11-14 09:45:13.285619
Mona Lisa,137,3836,,https://www.last.fm/music/j-hope/_/Mona+Lisa,0,0,j-hope,,https://www.last.fm/music/j-hope,7,India,2025-11-14 09:45:13.285619
Don’t Say You Love Me,180,3802,b9475022-5631-4574-a5bb-24e271a922e0,https://www.last.fm/music/Jin/_/Don%E2%80%99t+Say+You+Love+Me,0,0,Jin,fa501e2e-900e-46cf-8362-5dee8afaa7c7,https://www.last.fm/music/Jin,8,India,2025-11-14 09:45:13.285619
Who,170,3748,ef795484-964c-48db-adff-25295fd3330d,https://www.last.fm/music/Jimin/_/Who,0,0,Jimin,d2582c77-6b0f-4b2f-802f-8f3cad1a5fec,https://www.last.fm/music/Jimin,9,India,2025-11-14 09:45:13.285619
Life Goes On,208,3706,7e36230c-fc8b-44f7-ad0b-6924bf34dde0,https://www.last.fm/music/BTS/_/Life+Goes+On,0,0,BTS,0d79fe8e-ba27-4859-bb8c-2f255f346853,https://www.last.fm/music/BTS,10,India,2025-11-14 09:45:13.285619
Dracula,205,3608,5b1c893a-16da-4e3d-b9b7-6cc57afc360c,https://www.last.fm/music/Tame+Impala/_/Dracula,0,0,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,https://www.last.fm/music/Tame+Impala,11,India,2025-11-14 09:45:13.285619
Apocalypse,290,3604,a847bc14-7d8e-4009-ae3c-e7b60ecc71d3,https://www.last.fm/music/Cigarettes+After+Sex/_/Apocalypse,0,0,Cigarettes After Sex,34557d8f-ee4a-44ab-ae6e-49bb8ac604d0,https://www.last.fm/music/Cigarettes+After+Sex,12,India,2025-11-14 09:45:13.285619
Killin' It Girl (feat. GloRilla),0,3599,,https://www.last.fm/music/j-hope/_/Killin%27+It+Girl+(feat.+GloRilla),0,0,j-hope,,https://www.last.fm/music/j-hope,13,India,2025-11-14 09:45:13.285619
Sweater Weather,240,3556,c57fc620-9ca2-40be-95ec-2c498a2151a8,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather,0,0,The Neighbourhood,53b06622-ec51-4924-a554-58b0affde6b5,https://www.last.fm/music/The+Neighbourhood,14,India,2025-11-14 09:45:13.285619
DNA,223,3513,4e7bfe28-623f-4123-b688-e55ef346b8fe,https://www.last.fm/music/BTS/_/DNA,0,0,BTS,0d79fe8e-ba27-4859-bb8c-2f255f346853,https://www.last.fm/music/BTS,15,India,2025-11-14 09:45:13.285619
No Pole,187,3497,c44742a1-ef4a-4493-84d6-969ef837d125,https://www.last.fm/music/Don+Toliver/_/No+Pole,0,0,Don Toliver,a0723a3c-4135-438e-85c5-012712144ede,https://www.last.fm/music/Don+Toliver,16,India,2025-11-14 09:45:13.285619
